
Frame 1747: 2016-10-19-21-04-33.999089: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 178.542206, -75.171227, -1530.431152,  0.294844, 0.579182, -0.699650, 0.296829
Frame 1753: 2016-10-19-21-04-34.082094: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 179.521454, -74.474472, -1530.420044,  0.298417, 0.583928, -0.694151, 0.296871
Frame 1756: 2016-10-19-21-04-34.167099: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 181.857788, -73.724579, -1530.510498,  0.309908, 0.588693, -0.686943, 0.292416
Frame 1822: 2016-10-19-21-04-35.249161: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 180.099625, -74.604538, -1534.225098,  0.297071, 0.587509, -0.704815, 0.264234
Frame 1846: 2016-10-19-21-04-35.636183: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 179.631973, -77.914795, -1535.559204,  0.290160, 0.587922, -0.709976, 0.257082
Frame 1849: 2016-10-19-21-04-35.718188: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 179.456940, -77.447052, -1535.228149,  0.291013, 0.585899, -0.710586, 0.259043
Frame 1855: 2016-10-19-21-04-35.799192: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 179.760162, -73.044662, -1532.439575,  0.305542, 0.580447, -0.704552, 0.270801
Frame 1861: 2016-10-19-21-04-35.882197: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 179.557953, -71.895523, -1531.542603,  0.310322, 0.577038, -0.703588, 0.275122
Frame 1864: 2016-10-19-21-04-35.967202: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 179.826065, -71.834671, -1531.511475,  0.310119, 0.579234, -0.701994, 0.274809
Frame 1870: 2016-10-19-21-04-36.048206: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 179.656097, -71.941132, -1531.548218,  0.309950, 0.578284, -0.703000, 0.274427
Frame 1876: 2016-10-19-21-04-36.132211: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 179.946854, -71.596718, -1531.106079,  0.312282, 0.577356, -0.702337, 0.275433
Frame 1879: 2016-10-19-21-04-36.216216: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 179.839508, -71.314735, -1530.439575,  0.312952, 0.577844, -0.701276, 0.276353
Frame 1885: 2016-10-19-21-04-36.298221: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 179.999130, -71.384964, -1530.464478,  0.313536, 0.578318, -0.700610, 0.276386
Frame 1891: 2016-10-19-21-04-36.383226: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 181.937134, -70.705109, -1529.002686,  0.326139, 0.582036, -0.689959, 0.280758
Frame 1894: 2016-10-19-21-04-36.467230: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 183.361755, -71.280624, -1528.434326,  0.331816, 0.584812, -0.686274, 0.277351
Frame 1900: 2016-10-19-21-04-36.549235: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 185.398193, -73.111954, -1526.238281,  0.332156, 0.600154, -0.677591, 0.265254
Frame 1906: 2016-10-19-21-04-36.633240: Tool 1, 2: 144.536041, 44.032532, -1533.132446, 0.170230, -0.142341, -0.952542, 0.208389, *** 186.516205, -73.460754, -1523.634644,  0.346566, 0.604169, -0.668740, 0.260115
Frame 1912: 2016-10-19-21-04-36.750247: Tool 1, 2: 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, *** 184.266541, -75.135368, -1521.145020,  0.353653, 0.590127, -0.681009, 0.250814
Frame 1918: 2016-10-19-21-04-36.832252: Tool 1, 2: 149.484970, 40.872120, -1526.133057, 0.203637, -0.162101, -0.943811, 0.203658, *** 184.762863, -78.404831, -1519.032593,  0.363453, 0.595416, -0.677445, 0.233348
Frame 1924: 2016-10-19-21-04-36.951258: Tool 1, 2: 153.003281, 35.664116, -1522.752563, 0.224536, -0.176984, -0.938679, 0.192726, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1930: 2016-10-19-21-04-37.033263: Tool 1, 2: 156.328873, 25.064989, -1521.648437, 0.240299, -0.189500, -0.936203, 0.172834, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1933: 2016-10-19-21-04-37.117268: Tool 1, 2: 157.731476, 23.241936, -1522.331909, 0.246170, -0.195171, -0.933768, 0.171427, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1939: 2016-10-19-21-04-37.199272: Tool 1, 2: 160.962830, 23.641071, -1521.887573, 0.264322, -0.204907, -0.926983, 0.169854, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1945: 2016-10-19-21-04-37.282277: Tool 1, 2: 166.067444, 23.778292, -1518.482056, 0.297282, -0.214057, -0.915631, 0.165603, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1948: 2016-10-19-21-04-37.367282: Tool 1, 2: 167.291321, 22.411503, -1514.853027, 0.316960, -0.204731, -0.912159, 0.159962, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1954: 2016-10-19-21-04-37.449286: Tool 1, 2: 168.778290, 21.653532, -1511.347412, 0.333725, -0.198995, -0.907810, 0.157835, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1960: 2016-10-19-21-04-37.532291: Tool 1, 2: 168.287521, 20.735996, -1510.765259, 0.333086, -0.194627, -0.909847, 0.152816, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1963: 2016-10-19-21-04-37.618296: Tool 1, 2: 167.962219, 20.522123, -1511.016357, 0.329585, -0.194727, -0.911797, 0.148602, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1969: 2016-10-19-21-04-37.698301: Tool 1, 2: 167.034119, 18.371260, -1509.273682, 0.327554, -0.187419, -0.916501, 0.132700, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1975: 2016-10-19-21-04-37.782306: Tool 1, 2: 165.819138, 15.372921, -1507.056152, 0.326126, -0.176395, -0.921718, 0.113854, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1978: 2016-10-19-21-04-37.868310: Tool 1, 2: 165.511841, 15.037697, -1507.015747, 0.324094, -0.175655, -0.923059, 0.109870, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1984: 2016-10-19-21-04-37.948315: Tool 1, 2: 164.868332, 13.107355, -1505.589478, 0.324303, -0.168173, -0.925543, 0.099582, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1990: 2016-10-19-21-04-38.032320: Tool 1, 2: 165.070938, 11.606252, -1504.309326, 0.328436, -0.164711, -0.925260, 0.094308, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1993: 2016-10-19-21-04-38.117325: Tool 1, 2: 164.921555, 10.838875, -1503.820801, 0.329051, -0.162349, -0.925785, 0.091053, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 1999: 2016-10-19-21-04-38.199329: Tool 1, 2: 164.713715, 9.027860, -1503.372925, 0.326851, -0.161178, -0.927697, 0.081051, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2005: 2016-10-19-21-04-38.282334: Tool 1, 2: 164.444748, 8.555877, -1503.495972, 0.322353, -0.162282, -0.929815, 0.072095, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2008: 2016-10-19-21-04-38.367339: Tool 1, 2: 164.478928, 8.772253, -1503.734863, 0.320738, -0.164246, -0.930203, 0.069816, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2014: 2016-10-19-21-04-38.449344: Tool 1, 2: 164.033264, 6.672395, -1502.768677, 0.319762, -0.159311, -0.932212, 0.057913, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2020: 2016-10-19-21-04-38.532349: Tool 1, 2: 163.580444, 2.292583, -1500.253662, 0.322142, -0.148856, -0.934081, 0.039487, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2023: 2016-10-19-21-04-38.617353: Tool 1, 2: 163.707169, 1.628779, -1499.614990, 0.323381, -0.148111, -0.933935, 0.035439, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2029: 2016-10-19-21-04-38.698358: Tool 1, 2: 163.325912, 0.430403, -1499.127441, 0.321564, -0.145593, -0.935244, 0.026838, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2035: 2016-10-19-21-04-38.782363: Tool 1, 2: 162.831055, -0.654588, -1498.744385, 0.317830, -0.143834, -0.937024, 0.016847, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2038: 2016-10-19-21-04-38.867368: Tool 1, 2: 162.803665, -1.224416, -1498.304443, 0.317835, -0.142678, -0.937274, 0.012023, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2044: 2016-10-19-21-04-38.948372: Tool 1, 2: 162.736130, -2.741704, -1497.082031, 0.320097, -0.137952, -0.937276, 0.004575, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2050: 2016-10-19-21-04-39.032377: Tool 1, 2: 163.321045, -4.252972, -1495.430420, 0.324985, -0.135136, -0.936000, -0.005261, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2053: 2016-10-19-21-04-39.116382: Tool 1, 2: 163.852631, -4.638433, -1494.719238, 0.327724, -0.135785, -0.934915, -0.009695, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2059: 2016-10-19-21-04-39.198387: Tool 1, 2: 163.720215, -7.007058, -1493.667358, 0.329724, -0.130532, -0.934800, -0.019855, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2065: 2016-10-19-21-04-39.282392: Tool 1, 2: 165.892578, -7.844654, -1492.779297, 0.339201, -0.137534, -0.930292, -0.024184, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2068: 2016-10-19-21-04-39.367396: Tool 1, 2: 167.028519, -8.515827, -1491.492554, 0.346693, -0.137884, -0.927404, -0.026742, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2074: 2016-10-19-21-04-39.449401: Tool 1, 2: 168.141296, -9.950301, -1489.429932, 0.354546, -0.135191, -0.924539, -0.035359, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2080: 2016-10-19-21-04-39.532406: Tool 1, 2: 169.836945, -9.805161, -1488.469360, 0.362137, -0.140627, -0.920713, -0.037015, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2083: 2016-10-19-21-04-39.617411: Tool 1, 2: 171.105255, -9.370914, -1488.570679, 0.366580, -0.146743, -0.918065, -0.035283, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2089: 2016-10-19-21-04-39.698415: Tool 1, 2: 172.704361, -9.235014, -1488.256714, 0.373796, -0.150599, -0.914578, -0.033847, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2095: 2016-10-19-21-04-39.783420: Tool 1, 2: 173.697113, -9.845388, -1486.948242, 0.381765, -0.148272, -0.911657, -0.033948, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2098: 2016-10-19-21-04-39.866425: Tool 1, 2: 174.387909, -9.633158, -1486.812134, 0.385657, -0.150457, -0.909718, -0.032325, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2104: 2016-10-19-21-04-39.948430: Tool 1, 2: 175.471527, -8.325081, -1486.384766, 0.395285, -0.158638, -0.904201, -0.031704, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2110: 2016-10-19-21-04-40.033434: Tool 1, 2: 176.385254, -8.455000, -1483.940063, 0.412195, -0.160221, -0.896265, -0.033684, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2113: 2016-10-19-21-04-40.117439: Tool 1, 2: 176.441376, -9.033998, -1482.594604, 0.421962, -0.154975, -0.892616, -0.034182, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2119: 2016-10-19-21-04-40.198444: Tool 1, 2: 176.938477, -9.286966, -1480.453369, 0.439944, -0.154805, -0.883965, -0.033032, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
